X,Raiz Cúbica
72.5,4.169775457701303
73.0,4.179339196381232
73.5,4.188859364120027
74.0,4.198336453808407
74.5,4.2077709494759645
75.0,4.2171633265087465
75.5,4.226514051860081
76.0,4.235823584254893
76.5,4.245092374387774
77.0,4.254320865115005
77.5,4.263509491640799
78.0,4.272658681697917
78.5,4.2817688557229205
79.0,4.2908404270262075
79.5,4.2998738019570455
80.0,4.308869380063767
80.5,4.317827554249305
81.0,4.326748710922225
81.5,4.33563323014342
82.0,4.344481485768612
82.5,4.353293845586806
83.0,4.362070671454838
83.5,4.370812319428144
84.0,4.379519139887889
84.5,4.388191477664564
85.0,4.396829672158179
85.5,4.405434057455169
86.0,4.414004962442104
86.5,4.422542710916331
87.0,4.431047621693634
87.5,4.4395200087130045
88.0,4.447960181138631
88.5,4.456368443459196
89.0,4.464745095584537
89.5,4.473090432939809
90.0,4.481404746557165
90.5,4.489688323165089
91.0,4.497941445275415
91.5,4.506164391268128
92.0,4.514357435474001
92.5,4.522520848255138
93.0,4.530654896083492
93.5,4.538759841617426
94.0,4.546835943776344
94.5,4.554883457813493
95.0,4.562902635386966
95.5,4.570893724628956
96.0,4.578856970213327
96.5,4.586792613421552
97.0,4.59470089220704
97.5,4.602582041257944
98.0,4.610436292058447
98.5,4.6182638729485985
99.0,4.626065009182742
99.5,4.633839922986559
100.0,4.641588833612778
100.5,4.649311957395599
101.0,4.657009507803836
101.5,4.664681695492844
102.0,4.672328728355259
102.5,4.679950811570579
103.0,4.687548147653598
103.5,4.695120936501776
104.0,4.702669375441515
104.5,4.710193659273419
105.0,4.717693980316533
105.5,4.725170528451598
106.0,4.732623491163369
106.5,4.740053053581975
107.0,4.7474593985234
107.5,4.754842706529076
108.0,4.762203155904599
108.5,4.769540922757639
109.0,4.776856181035017
109.5,4.784149102558993
110.0,4.791419857062784
110.5,4.798668612225332
111.0,4.805895533705333
111.5,4.813100785174554
112.0,4.820284528350461
112.5,4.827446923028149
113.0,4.8345881271116395
113.5,4.841708296644504
114.0,4.848807585839879
114.5,4.855886147109856
115.0,4.862944131094279
115.5,4.869981686688959
116.0,4.876998961073313
116.5,4.883996099737457
117.0,4.890973246508748
117.5,4.897930543577807
118.0,4.904868131524017
118.5,4.91178614934052
119.0,4.918684734458728
119.5,4.925564022772349
120.0,4.93242414866094
120.5,4.939265245013018
121.0,4.946087443248701
121.5,4.952890873341941
122.0,4.959675663842301
122.5,4.966441941896344
123.0,4.973189833268591
123.5,4.9799194623620995
124.0,4.986630952238646
124.5,4.993324424638528
125.0,5.0
125.5,5.0066577974783435
126.0,5.013297934964585
126.5,5.019920529103866
127.0,5.026525695313479
127.5,5.033113547800565
128.0,5.039684199579494
128.5,5.046237762488924
129.0,5.052774347208561
129.5,5.059294063275601
130.0,5.065797019100887
130.5,5.072283321984771
131.0,5.078753078132701
131.5,5.085206392670517
132.0,5.09164336965949
132.5,5.098064112111081
133.0,5.104468722001464
133.5,5.110857300285758
134.0,5.117229946912049
134.5,5.123586760835144
135.0,5.129927840030091
135.5,5.136253281505475
136.0,5.142563181316471
136.5,5.148857634577685
137.0,5.1551367354757724
137.5,5.161400577281835
138.0,5.167649252363623
138.5,5.1738828521975115
139.0,5.180101467380292
139.5,5.186305187640761
140.0,5.192494101851104
140.5,5.198668298038116
141.0,5.204827863394201
141.5,5.210972884288227
142.0,5.217103446276168
142.5,5.223219634111594
143.0,5.229321531755984
143.5,5.235409222388864
144.0,5.241482788417794
144.5,5.2475423114881705
145.0,5.2535878724929015
145.5,5.259619551581901
146.0,5.265637428171437
146.5,5.271641580953347
147.0,5.277632087904077
147.5,5.283609026293607
148.0,5.289572472694208
148.5,5.295522502989095
149.0,5.3014591923809045
149.5,5.30738261540007
150.0,5.313292845913056
150.5,5.319189957130456
151.0,5.325074021614987
151.5,5.330945111289333
152.0,5.336803297443891
152.5,5.342648650744382
153.0,5.348481241239363
153.5,5.354301138367603
154.0,5.360108410965363
154.5,5.365903127273563
155.0,5.371685354944833
155.5,5.37745516105047
156.0,5.383212612087284
156.5,5.3889577739843375
157.0,5.3946907121095915
157.5,5.400411491276454
158.0,5.4061201757502255
158.5,5.41181682925445
159.0,5.4175015149771815
159.5,5.423174295577143
160.0,5.428835233189813
160.5,5.434484389433411
161.0,5.440121825414797
161.5,5.445747601735295
162.0,5.45136177849642
162.5,5.45696441530553
163.0,5.462555571281398
163.5,5.468135305059702
164.0,5.473703674798428
164.5,5.479260738183219
165.0,5.484806552432618
165.5,5.490341174303269
166.0,5.495864660095013
166.5,5.501377065655942
167.0,5.506878446387354
167.5,5.512368857248666
168.0,5.5178483527622415
168.5,5.52331698701815
169.0,5.528774813678872
169.5,5.534221885983932
170.0,5.539658256754464
170.5,5.545083978397729
171.0,5.550499102911548
171.5,5.555903681888698
172.0,5.561297766521236
172.5,5.56668140760476
173.0,5.5720546555426225
173.5,5.5774175603500895
174.0,5.582770171658424
174.5,5.588112538718939
175.0,5.593444710406985
175.5,5.5987667352258725
176.0,5.604078661310775
176.5,5.609380536432542
177.0,5.614672408001492
177.5,5.619954323071134
178.0,5.625226328341856
178.5,5.63048847016456
179.0,5.635740794544237
179.5,5.6409833471435205
180.0,5.646216173286171
180.5,5.651439317960528
181.0,5.656652825822911
181.5,5.6618567412009835
182.0,5.6670511080970645
182.5,5.672235970191408
183.0,5.677411370845433
183.5,5.6825773531049135
184.0,5.687733959703132
184.5,5.692881233063987
185.0,5.698019215305067
185.5,5.703147948240683
186.0,5.708267473384861
186.5,5.7133778319543085
187.0,5.718479064871317
187.5,5.723571212766659
188.0,5.728654315982438
188.5,5.733728414574889
189.0,5.738793548317167
189.5,5.743849756702087
190.0,5.748897078944831
190.5,5.753935553985629
191.0,5.758965220492402
191.5,5.763986116863369
192.0,5.768998281229633
192.5,5.774001751457728
193.0,5.778996565152131
193.5,5.783982759657754
194.0,5.788960372062405
194.5,5.7939294391992044
195.0,5.798889997648997
195.5,5.803842083742712
196.0,5.808785733563704
196.5,5.813720982950077
197.0,5.818647867496962
197.5,5.823566422558773
198.0,5.8284766832514565
198.5,5.833378684454674
199.0,5.838272460814004
199.5,5.84315804674308
200.0,5.848035476425732
200.5,5.852904783818088
201.0,5.857766002650652
201.5,5.862619166430361
202.0,5.8674643084426155
202.5,5.872301461753295
203.0,5.87713065921074
203.5,5.881951933447712
204.0,5.886765316883336
204.5,5.891570841725026
205.0,5.896368539970368
205.5,5.901158443409005
206.0,5.905940583624489
206.5,5.9107149919961115
207.0,5.915481699700718
207.5,5.920240737714493
208.0,5.924992136814741
208.5,5.929735927581635
209.0,5.934472140399942
209.5,5.939200805460745
210.0,5.94392195276313
210.5,5.948635612115865
211.0,5.953341813139051
211.5,5.95804058526577
212.0,5.962731957743692
212.5,5.967415959636685
213.0,5.972092619826402
213.5,5.976761967013835
214.0,5.981424029720886
214.5,5.986078836291879
215.0,5.990726414895094
215.5,5.995366793524248
216.0,6.000000000000001
216.5,6.004626061971405
217.0,6.009245006917367
217.5,6.013856862148082
218.0,6.018461654806453
218.5,6.0230594118694984
219.0,6.027650160149741
219.5,6.0322339262965885
220.0,6.036810736797686
220.5,6.041380617980275
221.0,6.045943596012514
221.5,6.050499696904809
222.0,6.055048946511105
222.5,6.05959137053019
223.0,6.064126994506963
223.5,6.068655843833706
224.0,6.073177943751326
224.5,6.0776933193506
225.0,6.0822019955734
225.5,6.086703997213902
226.0,6.091199348919786
226.5,6.095688075193424
227.0,6.1001702003930625
227.5,6.104645748733971
228.0,6.109114744289606
228.5,6.113577210992748
229.0,6.11803317263662
229.5,6.122482652876022
230.0,6.126925675228417
230.5,6.131362263075036
231.0,6.13579243966196
231.5,6.140216228101185
232.0,6.144633651371695
232.5,6.149044732320499
233.0,6.1534494936636825
233.5,6.157847957987428
234.0,6.162240147749039
234.5,6.166626085277948
235.0,6.171005792776718
235.5,6.175379292322026
236.0,6.1797466058656445
236.5,6.184107755235415
237.0,6.188462762136204
237.5,6.192811648150855
238.0,6.197154434741127
238.5,6.201491143248631
239.0,6.205821794895753
239.5,6.21014641078656
240.0,6.214465011907718
240.5,6.2187776191293755
241.0,6.223084253206059
241.5,6.227384934777549
242.0,6.231679684369753
242.5,6.235968522395563
243.0,6.240251469155714
243.5,6.244528544839625
244.0,6.2487997695262445
244.5,6.253065163184869
245.0,6.257324745675975
245.5,6.261578536752022
246.0,6.265826556058272
246.5,6.270068823133576
247.0,6.274305357411168
247.5,6.278536178219458
248.0,6.282761304782786
248.5,6.286980756222219
249.0,6.291194551556289
249.5,6.295402709701758
250.0,6.299605249474366
250.5,6.303802189589567
251.0,6.307993548663268
251.5,6.312179345212546
252.0,6.31635959765638
252.5,6.3205343243163545
253.0,6.324703543417371
253.5,6.32886727308835
254.0,6.3330255313629165
254.5,6.337178336180098
255.0,6.341325705384998
255.5,6.345467656729472
256.0,6.349604207872798
256.5,6.35373537638234
257.0,6.357861179734201
257.5,6.361981635313874
258.0,6.366096760416892
258.5,6.370206572249461
259.0,6.374311087929094
259.5,6.37841032448524
260.0,6.382504298859907
260.5,6.386593027908275
261.0,6.390676528399307
261.5,6.394754817016358
262.0,6.398827910357771
262.5,6.402895824937471
263.0,6.4069585771855575
263.5,6.411016183448888
264.0,6.415068659991654
264.5,6.419116022995954
265.0,6.423158288562368
265.5,6.427195472710518
266.0,6.431227591379625
266.5,6.435254660429062
267.0,6.439276695638909
267.5,6.443293712710489
268.0,6.447305727266914
268.5,6.451312754853618
269.0,6.455314810938886
269.5,6.459311910914378
270.0,6.463304070095651
270.5,6.46729130372268
271.0,6.4712736269603655
271.5,6.475251054899037
272.0,6.479223602554967
272.5,6.483191284870859
273.0,6.48715411671635
273.5,6.491112112888497
274.0,6.495065288112264
274.5,6.499013657041003
275.0,6.502957234256934
275.5,6.50689603427162
276.0,6.510830071526432
276.5,6.51475936039302
277.0,6.518683915173769
277.5,6.5226037501022684
278.0,6.52651887934375
278.5,6.530429316995558
279.0,6.534335077087574
279.5,6.5382361735826775
280.0,6.5421326203771795
280.5,6.546024431301253
281.0,6.549911620119375
281.5,6.553794200530743
282.0,6.557672186169711
282.5,6.561545590606204
283.0,6.565414427346138
283.5,6.569278709831834
284.0,6.57313845144243
284.5,6.576993665494286
285.0,6.5808443652413935
285.5,6.584690563875772
286.0,6.588532274527865
286.5,6.592369510266942
287.0,6.596202284101479
287.5,6.600030608979561
288.0,6.6038544977892535
288.5,6.607673963358987
289.0,6.611489018457945
289.5,6.615299675796426
290.0,6.619105948026229
290.5,6.622907847741014
291.0,6.62670538747667
291.5,6.630498579711683
292.0,6.6342874368674964
292.5,6.6380719713088645
293.0,6.641852195344209
293.5,6.6456281212259745
294.0,6.649399761150975
294.5,6.653167127260742
295.0,6.656930231641868
295.5,6.660689086326344
296.0,6.664443703291906
296.5,6.6681940944623666
297.0,6.671940271707946
297.5,6.675682246845605
298.0,6.679420031639375
298.5,6.683153637800678
299.0,6.686883076988654
299.5,6.690608360810482
300.0,6.694329500821695
300.5,6.698046508526495
301.0,6.70175939537807
301.5,6.7054681727789
302.0,6.7091728520810685
302.5,6.712873444586567
303.0,6.716569961547598
303.5,6.720262414166875
304.0,6.723950813597927
304.5,6.727635170945387
305.0,6.73131549726529
305.5,6.734991803565368
306.0,6.738664100805333
306.5,6.742332399897172
307.0,6.745996711705425
307.5,6.749657047047474
308.0,6.75331341669382
308.5,6.756965831368367
309.0,6.76061430174869
309.5,6.764258838466319
310.0,6.767899452107008
310.5,6.771536153211002
311.0,6.7751689522733125
311.5,6.778797859743979
312.0,6.782422886028333
312.5,6.7860440414872665
313.0,6.789661336437485
313.5,6.793274781151769
314.0,6.796884385859237
314.5,6.800490160745589
315.0,6.804092115953368
315.5,6.807690261582207
316.0,6.81128460768908
316.5,6.814875164288549
317.0,6.81846194135301
317.5,6.822044948812935
318.0,6.825624196557116
318.5,6.829199694432902
319.0,6.832771452246442
319.5,6.836339479762921
320.0,6.839903786706787
320.5,6.843464382761998
321.0,6.847021277572241
321.5,6.850574480741169
322.0,6.854124001832625
322.5,6.857669850370873
323.0,6.86121203584082
323.5,6.8647505676882385
324.0,6.868285455319992
324.5,6.871816708104248
325.0,6.875344335370705
325.5,6.878868346410806
326.0,6.882388750477948
326.5,6.885905556787707
327.0,6.889418774518042
327.5,6.892928412809505
328.0,6.8964344807654605
328.5,6.89993698745228
329.0,6.903435941899558
329.5,6.90693135310031
330.0,6.910423230011183
330.5,6.913911581552654
331.0,6.9173964166092246
331.5,6.9208777440296325
332.0,6.924355572627039
332.5,6.927829911179231
333.0,6.93130076842881
333.5,6.934768153083394
334.0,6.9382320738158025
334.5,6.941692539264251
335.0,6.945149558032542
335.5,6.948603138690247
336.0,6.952053289772899
336.5,6.955500019782179
337.0,6.958943337186095
337.5,6.962383250419168
338.0,6.965819767882616
338.5,6.969252897944531
339.0,6.97268264894006
339.5,6.976109029171582
340.0,6.979532046908887
340.5,6.982951710389351
341.0,6.986368027818107
341.5,6.9897810073682205
342.0,6.993190657180869
342.5,6.996596985365497
343.0,7.0
343.5,7.003399709130886
344.0,7.006796120773449
344.5,7.010189242911922
345.0,7.013579083499659
345.5,7.016965650459287
346.0,7.020348951682877
346.5,7.0237289950321
347.0,7.027105788338386
347.5,7.030479339403095
348.0,7.033849655997662
348.5,7.0372167458637644
349.0,7.040580616713471
349.5,7.043941276229406
350.0,7.047298732064893
350.5,7.050652991844116
351.0,7.054004063162273
351.5,7.0573519535857185
352.0,7.060696670652127
352.5,7.064038221870624
353.0,7.0673766147219546
353.5,7.070711856658616
354.0,7.074043955105015
354.5,7.0773729174575974
355.0,7.080698751085014
355.5,7.084021463328245
356.0,7.087341061500754
356.5,7.090657552888627
357.0,7.09397094475071
357.5,7.097281244318752
358.0,7.100588458797541
358.5,7.10389259536505
359.0,7.10719366117256
359.5,7.11049166334481
360.0,7.113786608980125
360.5,7.117078505150553
361.0,7.120367358901994
361.5,7.12365317725434
362.0,7.126935967201603
362.5,7.130215735712045
363.0,7.133492489728308
363.5,7.1367662361675475
364.0,7.140036981921557
364.5,7.1433047338568985
365.0,7.146569498815023
365.5,7.149831283612408
366.0,7.153090095040668
366.5,7.156345939866697
367.0,7.159598824832772
367.5,7.162848756656692
368.0,7.166095742031893
368.5,7.169339787627568
369.0,7.172580900088797
369.5,7.175819086036649
370.0,7.17905435206832
370.5,7.182286704757239
371.0,7.185516150653192
371.5,7.188742696282434
372.0,7.191966348147809
372.5,7.195187112728866
373.0,7.198404996481966
373.5,7.201620005840403
374.0,7.204832147214521
374.5,7.208041426991811
375.0,7.211247851537041
375.5,7.2144514271923565
376.0,7.21765216027739
376.5,7.220850057089376
377.0,7.22404512390326
377.5,7.227237366971804
378.0,7.230426792525689
378.5,7.23361340677364
379.0,7.236797215902504
379.5,7.239978226077389
380.0,7.24315644344174
380.5,7.246331874117462
381.0,7.249504524205012
381.5,7.252674399783514
382.0,7.255841506910846
382.5,7.259005851623762
383.0,7.2621674399379685
383.5,7.265326277848252
384.0,7.268482371328558
384.5,7.2716357263321
385.0,7.274786348791457
385.5,7.277934244618669
386.0,7.281079419705338
386.5,7.2842218799227245
387.0,7.287361631121843
387.5,7.290498679133558
388.0,7.293633029768681
388.5,7.296764688818057
389.0,7.299893662052675
389.5,7.303019955223747
390.0,7.306143574062803
390.5,7.309264524281793
391.0,7.3123828115731655
391.5,7.31549844160997
392.0,7.318611420045943
392.5,7.3217217525155975
393.0,7.3248294446343145
393.5,7.327934501998435
394.0,7.331036930185337
394.5,7.334136734753539
395.0,7.33723392124278
395.5,7.340328495174109
396.0,7.343420462049963
396.5,7.346509827354267
397.0,7.349596596552506
397.5,7.352680775091828
398.0,7.355762368401104
398.5,7.3588413818910325
399.0,7.3619178209542175
399.5,7.364991690965243
400.0,7.368062997280773
400.5,7.371131745239614
401.0,7.374197940162811
401.5,7.377261587353724
402.0,7.380322692098103
402.5,7.3833812596641835
403.0,7.386437295302746
403.5,7.389490804247211
404.0,7.3925417917137155
404.5,7.395590262901181
405.0,7.39863622299141
405.5,7.40167967714914
406.0,7.404720630522144
406.5,7.4077590882412885
407.0,7.4107950554206194
407.5,7.413828537157441
408.0,7.4168595385323774
408.5,7.4198880646094665
409.0,7.422914120436216
409.5,7.4259377110436855
410.0,7.4289588414465655
410.5,7.431977516643239
411.0,7.434993741615869
411.5,7.4380075213304515
412.0,7.441018860736906
412.5,7.444027764769137
413.0,7.447034238345108
413.5,7.45003828636691
414.0,7.453039913720836
414.5,7.456039125277446
415.0,7.459035925891642
415.5,7.46203032040273
416.0,7.465022313634496
416.5,7.468011910395273
417.0,7.470999115478002
417.5,7.47398393366031
418.0,7.476966369704569
418.5,7.4799464283579695
419.0,7.482924114352578
419.5,7.485899432405414
420.0,7.488872387218507
420.5,7.491842983478969
421.0,7.494811225859052
421.5,7.4977771190162175
422.0,7.500740667593201
422.5,7.503701876218076
423.0,7.506660749504312
423.5,7.50961729205085
424.0,7.512571508442145
424.5,7.5155234032482525
425.0,7.518472981024874
425.5,7.521420246313427
426.0,7.524365203641103
426.5,7.527307857520923
427.0,7.530248212451818
427.5,7.533186272918665
428.0,7.5361220433923615
428.5,7.539055528329883
429.0,7.541986732174345
429.5,7.5449156593550555
430.0,7.547842314287576
430.5,7.550766701373783
431.0,7.553688825001929
431.5,7.556608689546692
432.0,7.55952629936924
432.5,7.5624416588172805
433.0,7.565354772225129
433.5,7.568265643913758
434.0,7.571174278190853
434.5,7.574080679350871
435.0,7.576984851675099
435.5,7.5798867994317005
436.0,7.582786526875782
436.5,7.585684038249438
437.0,7.588579337781815
437.5,7.591472429689157
438.0,7.594363318174862
438.5,7.597252007429542
439.0,7.60013850163107
439.5,7.603022804944632
440.0,7.605904921522783
440.5,7.608784855505504
441.0,7.611662611020246
441.5,7.614538192181984
442.0,7.617411603093272
442.5,7.620282847844296
443.0,7.623151930512918
443.5,7.626018855164733
444.0,7.628883625853117
444.5,7.631746246619279
445.0,7.634606721492309
445.5,7.637465054489233
446.0,7.640321249615054
446.5,7.64317531086281
447.0,7.64602724221362
447.5,7.648877047636727
448.0,7.6517247310895575
448.5,7.65457029651776
449.0,7.657413747855265
449.5,7.660255089024315
450.0,7.663094323935531
450.5,7.665931456487946
451.0,7.66876649056906
451.5,7.671599430054883
452.0,7.674430278809984
452.5,7.677259040687534
453.0,7.680085719529357
453.5,7.682910319165974
454.0,7.685732843416646
454.5,7.688553296089419
455.0,7.691371680981178
455.5,7.694188001877681
456.0,7.697002262553609
456.5,7.699814466772614
457.0,7.702624618287353
457.5,7.705432720839541
458.0,7.708238778159992
458.5,7.711042793968667
459.0,7.713844771974706
459.5,7.716644715876483
460.0,7.719442629361641
460.5,7.722238516107143
461.0,7.725032379779305
461.5,7.727824224033844
462.0,7.730614052515921
462.5,7.733401868860177
463.0,7.736187676690783
463.5,7.738971479621474
464.0,7.741753281255593
464.5,7.744533085186135
465.0,7.747310894995782
465.5,7.75008671425695
466.0,7.7528605465318225
466.5,7.7556323953723965
467.0,7.758402264320521
467.5,7.761170156907933
468.0,7.763936076656307
468.5,7.76670002707728
469.0,7.769462011672504
469.5,7.772222033933678
470.0,7.774980097342587
470.5,7.777736205371144
471.0,7.780490361481425
471.5,7.783242569125711
472.0,7.785992831746522
472.5,7.788741152776655
473.0,7.791487535639231
473.5,7.794231983747716
474.0,7.796974500505972
474.5,7.79971508930829
475.0,7.802453753539424
475.5,7.805190496574631
476.0,7.8079253217797095
476.5,7.810658232511029
477.0,7.813389232115571
477.5,7.816118323930973
478.0,7.818845511285542
478.5,7.821570797498316
479.0,7.824294185879081
479.5,7.827015679728418
480.0,7.829735282337727
480.5,7.832452996989275
481.0,7.835168826956222
481.5,7.837882775502655
482.0,7.84059484588363
482.5,7.843305041345198
483.0,7.8460133651244455
483.5,7.848719820449525
484.0,7.85142441053969
484.5,7.854127138605329
485.0,7.856828007847998
485.5,7.859527021460454
486.0,7.862224182626691
486.5,7.864919494521967
487.0,7.867612960312844
487.5,7.870304583157218
488.0,7.872994366204347
488.5,7.87568231259489
489.0,7.878368425460936
489.5,7.881052707926038
490.0,7.883735163105244
490.5,7.886415794105123
491.0,7.889094604023811
491.5,7.891771595951027
492.0,7.894446772968115
492.5,7.897120138148068
493.0,7.8997916945555655
493.5,7.902461445247001
494.0,7.9051293932705065
494.5,7.907795541666001
495.0,7.910459893465203
495.5,7.913122451691663
496.0,7.915783219360811
496.5,7.918442199479962
497.0,7.921099395048361
497.5,7.923754809057213
498.0,7.926408444489704
498.5,7.929060304321038
499.0,7.931710391518468
499.5,7.934358709041312
500.0,7.937005259840998
500.5,7.939650046861084
501.0,7.942293073037288
501.5,7.944934341297522
502.0,7.947573854561911
502.5,7.9502116157428295
503.0,7.952847627744924
503.5,7.955481893465148
504.0,7.958114415792784
504.5,7.960745197609473
505.0,7.963374241789244
505.5,7.966001551198537
506.0,7.968627128696238
506.5,7.971250977133701
507.0,7.973873099354776
507.5,7.9764934981958335
508.0,7.979112176485803
508.5,7.981729137046179
509.0,7.984344382691074
509.5,7.986957916227221
510.0,7.989569740454013
510.5,7.992179858163529
511.0,7.994788272140556
511.5,7.997394985162619
512.0,8.0
512.5,8.002603319415778
513.0,8.005204946165835
513.5,8.007804882998903
514.0,8.01040313265657
514.5,8.012999697873322
515.0,8.015594581376558
515.5,8.018187785886617
516.0,8.020779314116801
516.5,8.023369168773412
517.0,8.025957352555762
517.5,8.028543868156204
518.0,8.031128718260156
518.5,8.033711905546129
519.0,8.036293432685742
519.5,8.038873302343763
520.0,8.041451517178116
520.5,8.044028079839912
521.0,8.04660299297347
521.5,8.049176259216356
522.0,8.051747881199379
522.5,8.054317861546641
523.0,8.056886202875548
523.5,8.059452907796832
524.0,8.06201797891458
524.5,8.064581418826256
525.0,8.067143230122719
525.5,8.069703415388254
526.0,8.07226197720059
526.5,8.074818918130926
527.0,8.077374240743946
527.5,8.079927947597852
528.0,8.082480041244382
528.5,8.085030524228825
529.0,8.087579399090066
529.5,8.090126668360574
530.0,8.092672334566455
530.5,8.095216400227462
531.0,8.097758867857012
531.5,8.100299739962216
532.0,8.102839019043893
532.5,8.105376707596605
533.0,8.10791280810866
533.5,8.11044732306215
534.0,8.112980254932964
534.5,8.115511606190807
535.0,8.118041379299234
535.5,8.120569576715653
536.0,8.123096200891359
536.5,8.125621254271554
537.0,8.128144739295358
537.5,8.130666658395844
538.0,8.133187014000047
538.5,8.135705808528988
539.0,8.138223044397703
539.5,8.140738724015243
540.0,8.14325284978472
540.5,8.145765424103304
541.0,8.148276449362262
541.5,8.150785927946965
542.0,8.153293862236907
542.5,8.155800254605742
543.0,8.158305107421281
543.5,8.160808423045529
544.0,8.163310203834696
544.5,8.16581045213922
545.0,8.168309170303784
545.5,8.170806360667338
546.0,8.173302025563112
546.5,8.175796167318648
547.0,8.178288788255804
547.5,8.180779890690783
548.0,8.18326947693415
548.5,8.185757549290848
549.0,8.18824411006022
549.5,8.190729161536025
550.0,8.193212706006458
550.5,8.195694745754171
551.0,8.198175283056287
551.5,8.20065432018442
552.0,8.203131859404694
552.5,8.205607902977766
553.0,8.208082453158827
553.5,8.21055551219764
554.0,8.213027082338558
554.5,8.21549716582052
555.0,8.217965764877087
555.5,8.220432881736459
556.0,8.22289851862149
556.5,8.2253626777497
557.0,8.227825361333302
557.5,8.230286571579214
558.0,8.232746310689073
558.5,8.235204580859262
559.0,8.237661384280925
559.5,8.240116723139973
560.0,8.242570599617114
560.5,8.245023015887863
561.0,8.247473974122565
561.5,8.249923476486407
562.0,8.252371525139433
562.5,8.254818122236566
563.0,8.257263269927625
563.5,8.259706970357335
564.0,8.26214922566535
564.5,8.264590037986267
565.0,8.267029409449643
565.5,8.269467342180013
566.0,8.271903838296893
566.5,8.274338899914824
567.0,8.276772529143361
567.5,8.279204728087104
568.0,8.281635498845707
568.5,8.284064843513896
569.0,8.286492764181492
569.5,8.288919262933412
570.0,8.291344341849697
570.5,8.293768003005527
571.0,8.296190248471227
571.5,8.298611080312293
572.0,8.301030500589405
572.5,8.303448511358436
573.0,8.305865114670477
573.5,8.308280312571842
574.0,8.310694107104096
574.5,8.31310650030406
575.0,8.315517494203828
575.5,8.317927090830786
576.0,8.320335292207616
